Scientific name,Count
Sordaria lappae,16
Spatangus raschi,16
Spelobia cambrica,16
Sphaerellothecium araneosum,16
Sphaerellothecium propinquellum,16
Sphaeridium candidulum,16
Sphaeropsis,16
Sphecophaga vesparum,16
Spilopodia nervisequa,16
Spiraea chamaedryfolia,16
Spiraea douglasii subsp. menziesii,16
Spirocoleus battersii,16
Spongosorites,16
Sporormiella vexans,16
Squalidae,16
Stachys macrantha,16
Staurastrum arachne,16
Staurastrum bulbosum,16
Stemonitis nigrescens,16
Sterna dougallii dougallii,16
Stigmella mespilicola,16
Stigmidium solorinarium,16
Stropharia albonitens,16
Styela canopus,16
Stylonema alsidii,16
Symphytocarpus amaurochaetoides,16
Synendotendipes impar,16
Synergus pallicornis,16
Tadorna,16
Taeniolella delicata,16
Tandonia rustica,16
Taphrina,16
Taphrina potentillae,16
Taraxacum edmondsonianum,16
Taraxacum falcatum,16
Taraxacum hirsutissimum,16
Taraxacum leptodon,16
Technitella,16
Teleaulax amphioxeia,16
Tenthredopsis scutellaris,16
Thamnobryum,16
Thelocarpon superellum,16
Thelonectria rubi,16
Thera juniperata orcadensis,16
Thrypticus divisus,16
Thysanorea rousseliana,16
Tjaernoeia unisulcata,16
Tomentella umbrinospora,16
Tomosvaryella cilitarsis,16
Torodinium robustum,16
Triblidium craraense,16
Trichobolus sphaerosporus,16
Trichoderma longibrachiatum,16
Tricholoma robustum,16
Trichostomum,16
Trifolium purpureum,16
Trifolium spumosum,16
Triphleba lugubris,16
Tripleurospermum maritimum subsp. nigriceps,16
Triscelophorus monosporus,16
Triviidae,16
Trixagus,16
Turbicellepora,16
Tvetenia verralli,16
Typhula spathulata,16
Vaccinium oxycoccos agg.,16
Valsaria insitiva,16
Verrucaria rosula,16
Vespertilio murinus,16
Winthemia cruentata,16
Withius piger,16
Woldstedtius biguttatus,16
Xanthoparmelia,16
Zaglyptus multicolor,16
Zelkova carpinifolia,16
Zeugophora turneri,16
Zwackhiomyces sphinctrinoides,16
Zygina rubrovittata,16
Zygoceros surirella,16
Abrothallus cetrariae,15
Absidia glauca,15
Abutilon,15
Acanthonotozomatidae,15
Acarospora subrufula,15
Acarus farris,15
Acer rufinerve,15
Aceria geranii,15
Aceria maculifer,15
Aceria tenuis,15
Achillea distans,15
Acnemia longipes,15
Acontiophorus scutatus,15
Aculus magnirostris,15
Adyte hyalina,15
Agromyza ambigua,15
Aleuria luteonitens,15
Allophylaria,15
Amanita nauseosa,15
Amanita vaginata var. alba,15
Amauromyza morionella,15
Ameliella grisea,15
Ampharete sibirica,15
Amphorophora,15
Ampithoidae,15
Anacardiaceae,15
Anarete johnsoni,15
Anchonidium unguiculare,15
Ancistrosyllis,15
Andreaea rothii subsp. falcata-subsp. rothii intermediate,15
Andrenidae,15
Andricus malpighii,15
Anser serrirostris rossicus,15
Anthogona britannica,15
Anthostomella appendiculosa,15
Anthrenus,15
Anthura,15
Anungitea heterospora,15
Anuraphis catonii,15
Apamea,15
Apedinella radians,15
Aphis (Aphis) pilosellae,15
Aphis callunae,15
Aphrodes aestuarina,15
Aptesis jejunator,15
Arachnopeziza obtusipila,15
Arganthomyza socculata,15
Argulidae,15
Argyra,15
Argyresthia aurulentella,15
Arnoglossus,15
Arthonia galactites,15
Asphondylia ulicis,15
Asteroma impressum,15
Asterostroma laxum,15
Athelopsis glaucina,15
Atomaria puncticollis,15
Atrichopogon winnertzi,15
Atrichum flavisetum,15
Axiidae,15
Axinella flustra,15
Bacidina celtica,15
Badhamia lilacina,15
Bagous puncticollis,15
Balaenoptera,15
Banchus falcatorius,15
Baris analis,15
Basidiodendron cinereum,15
Belone,15
Belyta validicornis,15
Betulaceae,15
Boletina rejecta,15
Boletopsis watlingii,15
Bolivina variabilis,15
Bonellia viridis,15
Bonnyannella robertsoni,15
Bosmina,15
Botrytis calthae,15
Botrytis narcissicola,15
Brachycolus cerastii,15
Brachypeza radiata,15
Brachyramphus perdix,15
Brevilegnia,15
Bromus briziformis,15
Byssoporia terrestris,15
Callitriche brutia var. hamulata,15
Calycella ferruginea,15
Calyptella griseopallida,15
Capulus,15
Carcelia,15
Cardamine flexuosa x hirsuta = C. x zahlbruckneriana,15
Carex riparia x vesicaria = C. x csomadensis,15
Caridion gordoni,15
Carpophilus hemipterus,15
Centromerus serratus,15
Cerambyx cerdo,15
Ceraphronidae,15
Ceratobasidium calosporum,15
Ceratosporium fuscescens,15
Ceriporia metamorphosa,15
Chaenothecopsis caespitosa,15
Chaenothecopsis epithallina,15
Chaetospermum chaetosporum,15
Chaetosphaeria preussii,15
Chalarus holosericeus,15
Chama,15
Chara muscosa,15
Chelonia mydas,15
Chiastocheta inermella,15
Chlorencoelia versiformis,15
Chloris truncata,15
Chlorochytrium,15
Chondracanthus,15
Chrysaora,15
Chytriomyces appendiculatus,15
Cirsium acaule x arvense = C. x boulayi,15
Cladius rufipes,15
Cladobotryum mycophilum,15
Cladonia trassii,15
Claremontia alchemillae,15
Clethra arborea,15
Clione,15
Closterium dianae var. arcuatum,15
Clubionidae,15
Clusiidae,15
Colpomenia sinuosa,15
Colutea arborescens x orientalis = C. x media,15
Coniothyrium equiseti,15
Conocybe farinacea,15
Conocybe intrusa,15
Convoluta,15
Coprinopsis lagopus var. vacillans,15
Coprinopsis phaeospora,15
Cordyla nitidula,15
Cortinarius illibatus,15
Cortinarius pilatii,15
Cortinarius praestans,15
Cosmarium monomazum var. polymazum,15
Cosmarium reniforme var. compressum,15
Cosmarium venustum var. excavatum,15
Cratoneuron,15
Cruoriopsis,15
Cryptocelides loveni,15
Cryptocephalus rufipes,15
Cryptolaemus montrouzieri,15
Cryptus viduatorius,15
Ctenocladales,15
Cuculidae,15
Culicoides clastrieri,15
Cuspidaria obesa,15
Cyclodinus salinus,15
Cylindrocystis gracilis,15
Cymatia rogenhoferi,15
Cymbellonitzschia diluviana,15
Dacnusa laevipectus,15
Dasineura alopecuri,15
Dasineura alpestris,15
Dasineura thomasiana,15
Datura,15
Deconica pratensis,15
Delia interflua,15
Dermatocarpon leptophyllum,15
Desmidium swartzii,15
Desmoscolex,15
Diaporthe hederae,15
Diasemiopsis ramburialis,15
Diasemocera nana,15
Diatoma vulgaris var. grandis,15
Dicraeus raptus,15
Diderma niveum,15
Didymosphaeria oblitescens,15
Dienerella vincenti,15
Dinobryon,15
Dinocarsis hemiptera,15
Diplocladiella scalaroides,15
Dorytomus hirtipennis,15
Draparnaldia,15
Dreyfusia nordmannianae,15
Dreyfusia piceae,15
Dudresnaya,15
Echinobothrium,15
Ecliptopera,15
Edwardsiana flavescens,15
Eliozeta pellucens,15
Elodia ambulatoria,15
Embolemus ruddii,15
Enicospilus inflexus,15
Enoplus communis,15
Entoloma cuspidiferum,15
Entoloma sacchariolens,15
Entyloma chrysosplenii,15
Eopyrenula leucoplaca,15
Eoseristalis,15
Epichloe,15
Epilobium hirsutum x palustre = E. x waterfallii,15
Epilobium obscurum x roseum = E. x brachiatum,15
Epimedium,15
Episclerotium sclerotipus,15
Epitomus infuscatus,15
Epyris niger,15
Erotides cosnardi,15
Erythrops serratus,15
Escharina vulgaris,15
Eucosma rubescana,15
Euheptaulacus sus,15
Eunice norvegica,15
Eunotia botuliformis,15
Euphrasia ostenfeldii x scottica,15
Eurycope,15
Eutanyacra crispatoria,15
Euura weiffenbachii,15
Euzetes nitens,15
Exechia repandoides,15
Exyston pratorum,15
Fallacia monoculata,15
Fannia lineata,15
Festuca arenaria subsp. oraria,15
Fibroporia gossypium,15
Filogranula gracilis,15
Flammulina elastica,15
Formicinae,15
Fragilaria capucina var. perminuta,15
Fragilariforma bicapitata,15
Frankliniella occidentalis,15
Fruticicola fruticum,15
Fumaria muralis boraei boraei,15
Galeomma turtoni,15
Galeus,15
Gammanema,15
Gammarida,15
Gastroclonium,15
Geastrum elegans,15
Gentiana asclepiadea,15
Geopora foliacea,15
Geranium molle var. molle,15
Gibellula leiopus,15
Gliophorus laetus var. flavus,15
Globicornis nigripes,15
Gloeophyllum abietinum,15
Glomus microcarpum,15
Glyphipterix equitella,15
Golovinomyces montagnei,15
Gonothyraea,15
Grossulariaceae,15
Gymnomus spectabilis,15
Gymnophora arcuata,15
Gymnopilus picreus,15
Hainardia cylindrica,15
Haploops,15
Hebeloma fusisporum,15
Helianthus decapetalus,15
Helix (Helix) lucorum,15
Hemiaclis ventrosa,15
Hemiberlesia lataniae,15
Hemimysis lamornae,15
Hemiurus appendiculatus,15
Hercospora tiliae,15
Heterocerus,15
Heterogamus dispar,15
Hexanchus griseus,15
Hieracium britanniciforme,15
Hieracium chrysolorum,15
Hieracium orithales,15
Hieracium pollinarium,15
Hieracium pseudocurvatum,15
Hieracium surrejanum,15
Hieracium tavense,15
Hieracium variifolium,15
Hilara hirtella,15
Himanthalia,15
Hippomedon,15
Hyalopeziza niveocincta,15
Hygrophorus dichrous,15
Hylastes,15
Hylocomium,15
Hymenoscyphus humuli,15
Hypericum x desetangsii nothossp. carinthiacum,15
Hypericum x desetangsii nothosubsp. desetangsii,15
Hypocrea,15
Immersiella hirta,15
Inocybe ochroalba,15
Ischnopterapion,15
Isognomon bicolor,15
Ixodes (Ixodes) ventalloi,15
Krithe,15
Laboulbenia vulgaris,15
Lachnum pteridialis,15
Lanius excubitor excubitor,15
Lanmaoa fragrans,15
Lasioptera populnea,15
Lebetus guilleti,15
Lecania granulata,15
Lecanographa atlantica,15
Lepidapedon rachion,15
Leucoagaricus croceovelutinus,15
Leucocephalonemertes aurantiaca,15
Leucopaxillus paradoxus,15
Lichenoporidae,15
Limacella delicata,15
Limnodrilus,15
Liposcelis,15
Lipsothrix ecucullata,15
Lissonota cruentator,15
Lissonota nigridens,15
Lixus iridis,15
Lonchaea ultima,15
Longipedia minor,15
Lophodermium maculare,15
Loreleia marchantiae,15
Macarorchestia roffensis,15
Macrosiphoniella (Macrosiphoniella) ptarmicae,15
Malacoceros jirkovi,15
Margarites groenlandicus,15
Megaselia albicaudata,15
Megaselia angelicae,15
Megaselia basispinata,15
Megaselia dahli,15
Megaselia melanocephala,15
Megaselia pusilla,15
Megaselia subpleuralis,15
Megasternum,15
Melanaphis elizabethae,15
Melanoleuca graminicola,15
Meligethes bidentatus,15
Meligethes serripes,15
Meoneura bicuspidata,15
Mesophylax aspersus,15
Mesopsocus,15
Micarea prasina s. str.,15
Micraphorura absoloni,15
Micrasterias jenneri,15
Microcharon harrisi,15
Microgaster,15
Microjaera anisopoda,15
Micropsectra lindrothi,15
Micropterus salmoides,15
Microspongium stilophorae,15
Mikiola fagi,15
Mollia,15
Monochroa tetragonella,15
Monoraphidium komarkovae,15
Mordellistena pseudopumila,15
Motacillidae,15
Mucor circinelloides,15
Multiclavula vernalis,15
Mycena urania,15
Mycetoporus,15
Mycetoporus baudueri,15
Mycocalia duriaeana,15
Mycocentrospora angulata,15
Mycomya affinis,15
Myrmetes paykulli,15
Myrsine africana,15
Nais bretscheri,15
Navicula cryptotenella agg.,15
Navicula pupula,15
Nemania effusa,15
Neobisium,15
Neofriseria peliella,15
Nepeta racemosa,15
Nitzschia valdestriata,15
Notoproctus oculatus,15
Notothecta confusa,15
Occultifur internus,15
Octospora musci-muralis,15
Olibrus,15
Ommastrephes bartramii,15
Omphalapion laevigatum,15
Ophiactidae,15
Ophion paraparvulus,15
Opilio,15
Orbilia euonymi,15
Orfelia,15
Orthocladius fuscimanus,15
Otiorhynchus ligustici,15
Ovatus (Ovatus) glechomae,15
Pacifastacus,15
Paederus,15
Pagellus bogaraveo,15
Pandalus borealis,15
Pantoclis trisulcata,15
Papillicardium papillosum,15
Paracyclops affinis,15
Paralaophonte brevirostris,15
Paramormia ustulata,15
Parapholis,15
Paratanytarsus laccophilus,15
Paratanytarsus lauterborni,15
Parornix carpinella,15
Parydra,15
Peltigera ponojensis,15
Pempeliella ornatella,15
Pemphigus (Pemphigus) phenax,15
Penicillium roqueforti,15
Penium spirostriolatum,15
Pentaneurini,15
Pestalotiopsis caudata,15
Peyronelina glomerulata,15
Pezicula carpinea,15
Pezicula houghtonii,15
Peziza brunneoatra,15
Phaenoserphus fuscipes,15
Phaneta pauperana,15
Phasia,15
Phenacoccus sphagni,15
Philomedes (Philomedes) lilljeborgi,15
Phlox,15
Phoenix dactylifera,15
Pholiota pinicola,15
Phora stictica,15
Phradis polonicus,15
Physemocecis hartigi,15
Phytomyza aconiti,15
Phytomyza pullula,15
Phytomyza solidaginis,15
Phytoptus erinotes,15
Pinna,15
Pipizella maculipennis,15
Pirottaea brevipila,15
Placuntium andromedae,15
Plagiostoma,15
Plagiostoma devexum,15
Plagiothecium longisetum,15
Planothidium granum,15
Platycheirus amplus,15
Platynereis,15
Platypalpus pulicarius,15
Platypezidae,15
Pluteus pseudorobertii,15
Pneophyllum lobescens,15
Podocotyle angulata,15
Podospora,15
Polymixis lichenea scillonea,15
Polypedilum arundineti,15
Porcellidium fimbriatum,15
Porphyrosiphon luteus,15
Preussia vulgaris,15
Prionospio caspersi,15
Proceraea prismatica,15
Pronectria tenuispora,15
Protoperidinium brevipes,15
Psammina bommerae,15
Pseudocoremia suavis,15
Pseudomassaria islandica,15
Pseudopolydora nordica,15
Pseudoseptoria donacis,15
Pseudosolenia calcar-avis,15
Psittacula,15
Pthirus pubis,15
Puccinia elymi,15
Pucciniastrum goodyerae,15
Pupilla (Pupilla) alpicola,15
Pyratula perpusilla,15
Pyrenopsis,15
Quercus castaneifolia,15
Quercus x turneri,15
Ramularia alborosella,15
Ramularia veronicae,15
Reduviidae,15
Rhabditis,15
Rhabdomolgus ruber,15
Rhamnus alaternus,15
Rhamphomyia morio,15
Rhinusa neta,15
Rhodochorton membranaceum,15
Rhodophyllus,15
Rumex aquaticus x crispus = R. x conspersus,15
Rumex obtusifolius x maritimus = R. x callianthemus,15
Salix cinerea x aurita x myrsinifolia = S. x forbesiana,15
Saprolegnia litoralis,15
Sapromyzosoma,15
Scatophila cribrata,15
Sclerochilus schornikovi,15
Sclerococcum griseisporodochium,15
Sclerococcum ophthalmizae,15
Scythris limbella,15
Scytinium callopismum var. rhyparodes,15
Scytinium parvum,15
Selandria,15
Serranus,15
Sibinia pyrrhodactyla,15
Sigmophoranema litorale,15
Silometopus incurvatus,15
Silpha,15
Siriella clausii,15
Siriella jaltensis,15
Sisymbrium officinale var. officinale,15
Sitotroga cerealella,15
Skeneidae,15
Slavina appendiculata,15
Sminthurinus trinotatus,15
Sogda suturalis,15
Sorbus thibetica,15
Spiniphora bergenstammi,15
Spirulina,15
Spondylus,15
Sporormiella megalospora,15
Sporoschisma juvenile,15
Stagonospora calystegiae,15
Stamnaria persoonii,15
Staurastrum crenulatum,15
Stenomalina epistena,15
Stenus assequens,15
Sticta fuliginosa s. str.,15
Stigonema ocellatum,15
Stilpnus subzonulus,15
Stomiopeltis cupressicola,15
Strobilomyia infrequens,15
Stypella subgelatinosa,15
Surirella biseriata,15
Sussaba dorsalis,15
Swammerdamella acuta,15
Symphytocarpus impexus,15
Synchytrium anemones,15
Synplasta ingeniosa,15
Tachydromia calcarata,15
Taenia serialis,15
Tanacetum balsamita,15
Tapesia strobilicola,15
Taraxacum cymbifolium,15
Taraxacum melanthoides,15
Taraxacum palustrisquameum,15
Taraxacum speciosum,15
Tenthredopsis friesei,15
Tephrocybe graminicola,15
Terellia ceratocera,15
Tetropium castaneum,15
Thalictrum lucidum,15
Thalycra fervida,15
Torpedinidae,15
Torymus rubi,15
Toxeuma fuscicorne,15
Trachyneis aspera,15
Trachyphloeus digitalis,15
Trachysiphonella pygmaea,15
Tragus racemosus,15
Tricellula aurantiaca,15
Trichonta falcata,15
Trichonta subfusca,15
Trichopria ciliaris,15
Trifolium cernuum,15
Trigonogenius globulus,15
Triphleba papillata,15
Tripospermum prolongatum,15
Triticum durum,15
Trixagus gracilis,15
Troposporella monospora,15
Tubificoides scoticus,15
Tulasnella pallida,15
Tulasnella permacra,15
Turritopsis nutricula,15
Typhula pusilla,15
Ulvella,15
Undeuchaeta major,15
Urocerus augur,15
Uroleucon (Lambersius) erigeronense,15
Uromyces dianthi,15
Uronema,15
Ustilago bullata,15
Vanessa,15
Veronica repens,15
Vertigo,15
Virgatanytarsus arduennensis,15
Watsonia borbonica subsp. ardernei,15
Xantholinus tricolor,15
Xenopelopia nigricans,15
Xenylla brevicauda,15
Xestoleberis labiata,15
Xestoleberis nitida,15
Xorides filiformis,15
Zeiraphera rufimitrana,15
Zignoella,15
Zygodesmus fuscus,15
Acer pseudoplatanus 'Brilliantissimum',14
Achillea ligustica,14
Achnanthes exigua,14
Acleris abietana,14
Acrolocha minuta,14
Acropiesta flaviventris,14
Acrotona sylvicola,14
Adicella,14
Admontia blanda,14
Aegilops geniculata,14
Aegilops ventricosa,14
Agaricophagus cephalotes,14
Agaricus depauperatus,14
Agonopterix capreolella,14
Agrilus olivicolor,14
Aleurodiscus amorphus,14
Alliopsis longiceps,14
Aloephagus myersi,14
Alona intermedia,14
Alopiidae,14
Amage adspersa,14
Amaranthus standleyanus,14
Amaranthus viridis,14
Ameira longipes,14
Anaceratagallia,14
Anapausis talpae,14
Staurodesmus glaber,15
Anguilliformes,14
Anomalotrema koiae,14
Anotylus clypeonitens,14
Anotylus hamatus,14
Anthostomella fuegiana,14
Anthostomella lugubris,14
Anthracoidea subinclusa,14
Anthrenus sarnicus,14
Aphis polygonata,14
Aploparaksis,14
Aquilegia pyrenaica,14
Archidistoma,14
Arion (Kobeltia) occultus,14
Arocatus,14
Artemisia annua,14
Arthonia subfuscicola,14
Arthophacopsis parmeliarum,14
Arthothelium spectabile,14
Ascochyta equiseti,14
Asio,14
Aspergillus nidulans,14
Aspistes berolinensis,14
Atheta glabricula,14
Aulacorthum (Aulacorthum) knautiae,14
Autonoe,14
Avena barbata,14
Axyris amaranthoides,14
Baeomyces carneus,14
Barichneumon bilunulatus,14
Baryscapus evonymellae,14
Basidiodendron,14
Batakomacrus caudatus,14
Berberis glaucocarpa,14
Bergenia crassifolia x ciliata = B. x schmidtii,14
Bezzia solstitialis,14
Bispora betulina,14
Bolitophila tenella,14
Bombus ruderatus subsp. perniger,14
Bothidae,14
Botryobasidium,14
Brachycaudus (Nevskyaphis) lucifugus,14
Brachysteles parvicornis,14
Bradleystrandesia reticulata,14
Braula coeca,14
Bryoria implexa,14
Buchwaldoboletus sphaerocephalus,14
Bunias erucago,14
Cadra cautella,14
Cakile,14
Calliopaea bellula,14
Callomyia dives,14
Calocera,14
Campiglossa argyrocephala,14
Candelabrum phrygium,14
Candidula,14
Canidae,14
Capitella hermaphrodita,14
Caprella penantis,14
Caracara plancus,14
Carbonea aggregantula,14
Carex demissa x C. hostiana,14
Carex paniculata x diandra = C. x beckmannii,14
Carpinus,14
Cassida denticollis,14
Catapion curtisii,14
Catillaria gilbertii,14
Catreus wallichii,14
Cavinula pseudoscutiformis,14
Centranthus,14
Ceratophysella longispina,14
Ceratosebacina longispora,14
Cercidiphyllum japonicum,14
Cercidospora macrospora,14
Cerebratulus marginatus,14
Cerodontha venturii,14
Ceutorhynchus thomsoni,14
Cheilymenia rubra,14
Chenopodium ambrosioides,14
Chenopodium foliosum,14
Chironomus annularius,14
Chironomus pilicornis,14
Chitonida,14
Chordaria,14
Chorispora tenella,14
Chrysomela,14
Chrysopetalidae,14
Chrysotoxum octomaculatum,14
Ciocalypta,14
Cladonia straminea,14
Clambus nigrellus,14
Claviceps spartinae,14
Cleopomiarus plantarum,14
Clitocybe quercina,14
Clitopilus passeckerianus,14
Closterium parvulum var. angustum,14
Closterium striolatum,14
Closterium tumidulum,14
Clubiona subsultans,14
Clusiodes geomyzinus,14
Coelosphaerium kuetzingianum,14
Coelotes,14
Coleophora albicans,14
Colletes cunicularius subsp. celticus,14
Conocybe anthracophila,14
Coprinopsis trispora,14
Cordyla fasciata,14
Cornus kousa,14
Coronophora gregaria,14
Corticaria rubripes,14
Cortinarius diabolicus,14
Cortinarius fulvosquamosus,14
Cosmarium crenulatum,14
Cosmarium decedens,14
Cosmetira pilosella,14
Cotoneaster cashmiriensis,14
Cotoneaster rotundifolius,14
Craspedolepta malachitica,14
Crataegus rhipidophylla,14
Crataegus submollis,14
Cratyna nobilis,14
Crella (Pytheas) plana,14
Crenilabrus,14
Cricotopus pulchripes,14
Crocus sieberi,14
Cryptocotyle concava,14
Ctenarytaina,14
Ctenichneumon panzeri,14
Ctenomyces serratus,14
Cubocephalus sperator,14
Cuphophyllus atlanticus,14
Curculionoidea,14
Curruca cantillans albistriata,14
Cylindromyia brassicaria,14
Cymbella cuspidata,14
Cymbella microcephala form microcephala,14
Cypria,14
Cytherideidae,14
Cytherois fischeri,14
Cytheromorpha fuscata,14
Dactylorhiza purpurella subsp. cambrensis,14
Dactylospora scapanaria,14
Decapodiformes,14
Deflexilodes gibbosus,14
Dermatocarpon miniatum var. complicatum,14
Deuteroxorides elevator,14
Diadegma armillatum,14
Diasemocera pulicaria,14
Dicaelotus ruficoxatus,14
Diplophyllum,14
Dipylidium caninum,14
Discus,14
Dolichopus lineatocornis,14
Dorcatoma,14
Doridacea,14
Drilonereis brattstroemi,14
Drosophila simulans,14
Dwayaangam cornuta,14
Eana penziana subsp. bellana,14
Eccremocarpus scaber,14
Egle suwai,14
Eichhornia crassipes,14
Elachista serricornis,14
Endromopoda phragmitidis,14
Epermenia aequidentellus,14
Epiblema cnicicolana,14
Epilobium hirsutum x obscurum,14
Epinotia subsequana,14
Epuraea thoracica,14
Ericthonius rubricornis,14
Eriochloa pseudoacrotricha,14
Eriophyes torminalis,14
Eriopsela quadrana,14
Erodium corsicum x reichardii = E. x variabile,14
Erodium laciniatum,14
Erotettix cyane,14
Escharella klugei,14
Ethmodiscus punctiger,14
Euastrum crassum,14
Euastrum humerosum,14
Euchromadora vulgaris,14
Eucypris pigra,14
Eunicida,14
Eunotia serra var. tetraodon,14
Euophryum rufum,14
Eupeodes lundbecki,14
Euplectus mutator,14
Eurylepta cornuta,14
Eurytoma rosae,14
Eutrichota frigida,14
Eutrichota socculata,14
Euura calcicola,14
Euura stenogaster,14
Exechiopsis magnicauda,14
Festuca ovina x vivipara,14
Forda,14
Frankenia pulverulenta,14
Fumaria officinalis wirtgenii minor,14
Fusicladium britannicum,14
Galinsoga,14
Gammaropsis sophiae,14
Gastranurida denisi,14
Geejayessia desmazieri,14
Gelis anthracinus,14
Gelis hortensis,14
Geoglossum barlae,14
Geranium robertianum x purpureum,14
Geranium sanguineum var. striatum,14
Gloeohypochnicium analogum,14
Glyptotendipes barbipes,14
Gonionchus,14
Gymnadenia,14
Gypsonoma,14
Gyrophaena congrua,14
Haematococcus pluvialis,14
Haemodipsus ventricosus,14
Halalaimus,14
Halecium lankesterii,14
Hauerslevia pulverulenta,14
Hebe barkeri,14
Hebeloma versipelle,14
Heleomyzidae,14
Helicosporium,14
Helina sexmaculata,14
Helvella,14
Hemerodromia adulatoria,14
Hemiaulus,14
Hemicytherura hoskini,14
Hepatica nobilis,14
Hephathus nanus,14
Hieracium alpinum var. alpinum,14
Hieracium hastiforme,14
Hieracium nidense,14
Hilaira nubigena,14
Hippeutis,14
Hodophilus hymenocephalus s. lat.,14
Homoneura patelliformis,14
Homotropus collinus,14
Homotropus elegans,14
Hydrellia cardamines,14
Hydrophorus,14
Hygrophoropsis pallida,14
Hygrophorus penarius,14
Hypogastrura assimilis,14
Hypogastrura litoralis,14
Hypomyces tulasneanus,14
Ichneumonoidea,14
Incrucipulum virtembergense,14
Inocybe appendiculata,14
Inocybe fibrosoides,14
Inocybe fulvella,14
Inocybe glabrodisca,14
Inocybe leptocystis,14
Inocybe tenebrosa,14
Inocybe tomentosa,14
Inocybe vulpinella,14
Ixodida,14
Jania virgata,14
Juniperus virginiana,14
Labarrus lividus,14
Lachnum caricis,14
Lachnum radotinense,14
Lacon querceus,14
Laomedea neglecta,14
Laonice appelloefi,14
Lasiosphaeriopsis,14
Lasius sabularum,14
Lathyrus ochrus,14
Lecanora atromarginata,14
Lemalis aurea,14
Lemmopsis oblongans,14
Lempholemma,14
Lentinellus tridentinus,14
Leptocera,14
Leptosillia wienkampii,14
Leucandra caminus,14
Leucoagaricus barssii,14
Leucoagaricus tener,14
Leucogyrophana sororia,14
Leucopis argentata,14
Limnodrilus claparedeianus,14
Limnophyes pumilio,14
Limothrips,14
Liriomyza eupatoriana,14
Listera,14
Lithobius (Lithobius) lapidicola,14
Lolium remotum,14
Lonchaea caucasica,14
Lonchura malacca,14
Lophozia guttulata,14
Lumbrineris coccinea,14
Lupinus albus,14
Lygocoris,14
Lyophyllum crassifolium,14
Macrosteles fieberi,14
Malbranchea californiensis,14
Mallomonas akrokomos,14
Matricaria disciformis,14
Mauranthemum paludosum,14
Meconopsis,14
Medicago arborea,14
Megaselia altifrons,14
Megaselia hortensis,14
Meiodiscus concrescens,14
Melanoleuca oreina,14
Melanoleuca schumacheri,14
Mergus,14
Mesochorus vittator,14
Mesocyclops leuckarti,14
Micarea lapillicola,14
Microchrysa,14
Microcoryne ocellata,14
Microlaimus monstrosus,14
Micronecta (Micronecta) griseola,14
Microphthalmus aberrans,14
Microsoma exiguum,14
Microturbellaria,14
Minilimosina baculum,14
Miriquidica nigroleprosa var. liljenstroemii,14
Misopates calycinum,14
Mollisia asteroma,14
Mollisia rehmii,14
Monilinia baccarum,14
Monodictys paradoxa,14
Morenoina clarkii,14
Mortierella alpina,14
Muellerella polyspora,14
Mycetophila,14
Mycetophila confluens,14
Myctophidae,14
Myliobatis aquila,14
Myochroidea porphyrospoda,14
Myrmecoris gracilis,14
Mysidopsis gibbosa,14
Mytilicola intestinalis,14
Myzostoma cirriferum,14
Nanocladius rectinervis,14
Naucoria sphagneti,14
Nematus umbratus,14
Neoerysiphe geranii,14
Neohendersonia kickxii,14
Nephrops,14
Neriene furtiva,14
Niesslia,14
Niptera melatephroides,14
Nitzschia paleaeformis,14
Nostoc pruniforme,14
Nototropis smitti,14
Nudisyllis pulligera,14
Nymphon grossipes,14
Odinia meijerei,14
Odontocolon dentipes,14
Oeciacus hirundinis,14
Oedogonium princeps,14
Oithona nana,14
Oligella foveolata,14
Oligonema schweinitzii,14
Olpidiopsis saprolegniae,14
Ommatoiulus moreleti,14
Omphalina demissa,14
Ononis mitissima,14
Ophidonais serpentina,14
Ophiolepididae,14
Orchisia costata,14
Orfelia discoloria,14
Osmanthus heterophyllus,14
Palmaria,14
Panorpidae,14
Paracyatholaimus,14
Paragus albifrons,14
Paramysis arenosa,14
Paranectria,14
Parapsallus vitellinus,14
Paratetraneuromyia nobilis,14
Parexogone longicirris,14
Pegomya incisiva,14
Pegomya interruptella,14
Peronospora chlorae,14
Peronospora rumicis,14
Peronospora verbasci,14
Pestalotiopsis disseminata,14
Peziza lividula,14
Phacographa zwackhii,14
Phaeogalera sphagneti,14
Phaeophila,14
Phalacridae,14
Phanerochaete,14
Phaxas,14
Pherbellia rozkosnyi,14
Phomatospora arenaria,14
Phorbia atrogrisea,14
Phormidium laetevirens,14
Phosphuga atrata ssp. subrotundata,14
Phronia egregia,14
Phycis blennoides,14
Phycitodes,14
Phyllitis scolopendrium x Asplenium obovatum = X Asplenophyllitis microdon,14
Phylloblastia,14
Phyllochaetopterus socialis,14
Phyllocnistis,14
Phyllomyza donisthorpei,14
Phyllostachys bambusoides,14
Phylloxerina salicis,14
Physarum auriscalpium,14
Physarum viride,14
Physatocheila smreczynskii,14
Phytomyza fulgens,14
Phytophthora gonapodyides,14
Pimpla melanacrias,14
Pinnularia rupestris,14
Pipunculus elegans,14
Pistillaria corallina,14
Pityogenes quadridens,14
Placoneis elginensis,14
Platanaceae,14
Platymischus dilatatus,14
Platypeza hirticeps,14
Pleolophus brachypterus,14
Pleurobranchus,14
Pleurotheciopsis pusilla,14
Pluteus exiguus,14
Podocera delicata,14
